,City,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0,"Albuquerque, NM",14.533702213279678,18.786018755328218,19.911129631032654,19.150971599402094,13.877965420184962,12.436433972217337,10.542099760998806,8.817330210772834,7.260191129831865,8.308842985411632,6.681221925947136,5.212341582236029,4.805098232215281,5.73442461213515,5.082789815873801,5.594741235392321,6.105604933050484,4.188382833833395,4.337846680424825
1,"Atlanta, GA",10.534443789308176,10.19023642732049,10.807413896445203,11.776196319018405,7.966136535756789,6.6968349928876245,13.222760712963632,14.661379014288928,11.253639626218852,10.482968109451917,7.382863100691921,7.278971557776059,6.648206576499055,5.659871540159308,4.996723400711801,6.626816673082371,5.200897924180897,4.7571050172958245,5.678079769380143
2,"Austin, TX",14.198369367401908,16.34728908531292,19.592060018755863,19.4349764252036,13.391172640280844,11.853359223300972,8.2512891672835,7.106502305753443,5.853624982803686,4.469576219506403,4.170989606868504,3.4769092106143344,3.537583100820243,3.772957997024981,3.4288390452774014,4.36291125942195,5.291024617177733,3.0455537458234887,3.950271791590815
3,"Baltimore, MD",8.79551920341394,9.346614044979013,9.931211701917375,10.222289792913612,7.826813691248378,6.936303296208798,16.148262194540052,15.486366137349489,11.114410869403816,11.819685259820167,10.074000331840054,8.923227264398705,7.569993393625989,6.7618442282305775,7.3100091912372465,7.555763971326071,7.9224788240986195,5.496045135808221,5.053968642738811
4,"Boston, MA",11.037363817707535,15.56355455568054,12.15140432482335,13.033743008536945,8.894487080514054,7.781087530895764,11.563091985046354,9.604662811843237,8.080456037239168,8.327116227575274,6.673832696966069,7.570565956390853,6.710638256260817,6.867019620056057,4.41093219642249,6.88025591934663,8.02281398048103,5.225530098626545,4.171434927147571
5,"Charlotte, NC",12.053908355795148,13.637751152073733,13.447170148187823,15.167829727843685,9.113039517139278,7.493991742117054,11.286429938173672,10.537583911157766,10.16804901504856,9.224918743228603,7.340827526376782,5.412054381176789,4.623674461776036,4.183091312586767,3.603294575935717,4.948711008043826,5.031209483420394,3.2852715267484163,3.527263829546952
6,"Chicago, IL",9.05875783000397,10.159389366709927,10.919532978159953,10.602606929492378,7.641774714712258,6.742210230164293,14.097141506412273,13.66392816823319,12.665761267980344,10.912343346063404,9.496046014029206,8.14835373155091,8.30436221044696,8.135736002409196,6.2891934432722065,8.102960599800364,10.103573633308184,6.436241905463243,6.440379968226477
7,"Columbus, OH",12.67440450119605,12.393933613124762,13.996619698263592,15.437807766041423,10.5930321687313,8.129314927863023,10.746959560938013,8.54542085305058,7.212225046730637,6.416014072716098,6.5511078292755585,6.159773399300789,5.07932286605636,5.045729607350278,4.6299653707061115,5.417690269507424,6.229611102937571,4.37188603865554,4.388451646587899
8,"Dallas, TX",11.630533936300292,12.257335361877853,15.741235517379145,16.425376042397318,10.705988588598188,9.868313285904703,9.779731737469275,9.27521634756495,7.912220165596459,6.62874425708848,5.185364129681076,4.682170675389099,5.226705076538821,4.3181546971409315,4.611743510408245,4.9021611331952295,6.029384285794988,4.017421035493324,4.411594856316681
9,"Denver, CO",15.244506058738962,15.224326663611832,16.91924003211132,19.425366084081247,10.441713716373298,8.37001221001221,9.499337057896943,7.243437317048132,5.90512177824936,4.70022078557358,4.4856267702205646,4.337630429809117,3.159972557562919,3.6015133222122886,3.0241337376381683,4.341347877118138,6.249272424725918,3.7080468068600436,3.739817957591337
