9,"Columbus, OH",151478.69934290147,155521.10143931536,156101.63251752252,153107.76332206366,147981.7388946769,142587.86764826058,139393.7546367691,132484.88465393518,132411.504985481,141271.85217544483,150138.9399140556,161965.99778682695,170510.58298027198,183409.6894246525,196914.00150653665,211028.62713210555,211028.62713210555,237170.1240754339,264411.52223077073,290552.7736975663
10,"Dallas, TX",147163.84587114662,149820.39788059596,154261.6063523976,155765.40549700812,147353.90758311856,148283.67509073712,143571.88462096194,139809.6763727025,147788.35519213064,160270.77072587577,173311.49441490797,193933.77516171607,215245.09155339052,235773.77774116964,248806.43489435455,256428.11474585932,256428.11474585932,278270.6963993058,336270.38532127097,373400.7963861176
11,"Denver, CO",245011.19290703657,249682.28754727912,248671.77703864072,242442.36521017065,231580.69922562377,230834.65984005656,225020.1061753463,219535.37503587035,238259.9342856819,262831.12445746,289884.0986462157,331333.3092116159,363470.1547151034,390851.76891386294,412908.9527092842,430030.9021098276,430030.9021098276,470150.346357534,552332.308562345,574911.8827129143
12,"Detroit, MI",158142.2409558042,160898.7723456178,156493.58509545875,142995.965980355,114234.16492058447,92301.67594776278,86113.85001588821,81653.55451241764,90971.77383745524,112667.682723883,124581.9464033254,135984.23382349047,147535.80686826946,161265.1100719019,173066.4659405049,182591.49917094523,182591.49917094523,200423.77712358863,221986.04734357947,234553.53960394647
13,"Fresno, CA",228079.66618520385,287424.36469069635,296337.3960943374,260443.99746274645,190998.15137686496,167148.7521075285,157379.2453650726,139435.15089448102,155806.25710606948,182425.196863447,195926.52620601663,210832.440369562,224378.6061962031,244866.38728596515,262831.7699674411,274401.92761354183,274401.92761354183,302549.94894135685,356820.36387882585,375936.163529122
14,"Houston, TX",143523.2431130552,146047.592639357,151635.5557539553,154600.25496091752,148187.32834115092,148902.5873713802,144841.17759128017,139720.48754546625,143032.54845129888,157609.78979035394,175697.4260447675,191126.25207404708,199072.09663204223,206115.74061035115,215484.6398860272,223002.45352033072,223002.45352033072,238583.86576102977,278777.5074004789,305667.6787102315
15,"Jacksonville, FL",174047.38970532382,204591.2547427237,227424.42514223768,216510.99810315645,189305.2130106391,167010.2251929382,150834.09371392196,136169.575526017,140099.70538975252,157338.64821027205,166755.05577152074,178543.6015705861,191971.50327361468,208190.54652955584,224797.2178060809,235261.84743708264,235261.84743708264,257190.49705998937,316829.11493506195,360611.4626464406
16,"Memphis, TN",126389.12148592233,131612.6808933036,136456.25699245764,134213.5745000033,122717.98767619173,115172.70900453464,111071.09704419518,106706.29049155308,108248.15718336856,113545.72238184592,119393.46533464995,125148.68574185016,131018.19347719185,140846.61293892327,151951.23997043702,163454.84157160574,163454.84157160574,184610.94622041937,216338.43900354125,236680.8957699181
17,"Milwaukee, WI",201911.37012771968,218158.2030800915,221919.1376831221,220344.35584630407,203325.76139759852,197350.3886605111,185973.7366702332,173688.83203736696,174292.19179244814,183205.319130308,188381.40578371275,197624.15700747745,209055.19160272297,220097.5957804423,232240.35099214327,245693.3863021457,245693.3863021457,268874.1810175175,288431.40557267895,309214.9309064569
18,"Minneapolis, MN",238437.48990304396,251872.9559222289,252019.77731688705,241077.66358309356,214389.7325333211,203061.05625798707,192552.47992100733,174122.4587844959,190503.62725393265,211845.7195593744,221518.44525005008,236173.8602918603,251444.71104353655,268704.5596500556,284595.02293929894,297486.74103449617,297486.74103449617,322980.8560661842,356853.7244672032,367720.6468738007
19,"Omaha, NE",141894.64337536448,147507.47241024103,151858.73250696677,149156.57248129786,141249.8443689566,147027.44995937982,139988.832400208,137605.8663236321,140149.90328763562,145201.77904513633,149227.00249100232,158494.17411867031,166297.75470851146,177739.1514250255,187844.00621710028,200644.44800827897,200644.44800827897,222853.833169107,245576.2175477541,269196.6908344118
20,"Orlando, FL",182152.54385896985,241485.8322640411,266076.1781927384,240915.3840248386,182059.6272482045,147762.60113834796,133568.71241948867,124046.84017194338,135615.3189961874,161325.0944834055,175805.4594647542,190086.964858472,206244.87835500157,224841.3594744443,242791.54293016437,255945.01328919583,255945.01328919583,277667.1797210474,333138.8013892149,384214.16140962025
21,"Philadelphia, PA",199515.35174020875,228025.85421818795,239576.54138434285,239167.0385013781,226266.9619746527,219674.68977462765,212111.8808989101,200090.90725934436,198223.55083396935,204522.17446841064,207392.47204324015,215122.92001185767,223463.6846068884,233547.50337129633,241942.51689571785,253020.07745353153,253020.07745353153,280295.6297833898,307792.5169038761,331912.0688735273
22,"Phoenix, AZ",200405.06040396632,286482.7443987717,290097.9526438539,263124.9234273958,188846.940312373,159756.42676940953,141663.64242196394,134495.96609810958,165192.7456072611,196380.34853641735,204581.6239221508,224658.20062237556,238635.85166515305,255694.95913180316,275690.3192632547,293950.07892831665,293950.07892831665,339568.13642075605,438741.4685473857,450270.71173747256
23,"Pittsburgh, PA",108481.24552782754,113226.53024566296,115856.98198185816,118485.66545051128,117640.899683844,120418.70618046972,122541.1398078701,121071.43261729542,122996.5450955672,127490.28642963484,132416.11963727855,139115.86499296443,143746.5497864591,149782.92584776363,155290.68657787904,163497.21337459376,163497.21337459376,181728.95572869256,195295.13048303445,201647.2317339082
24,"Portland, OR",224313.2629337253,271016.156204153,305623.00865762396,309033.61589653464,279472.377913081,256840.6044002131,239948.4712153008,221911.4910860377,235544.77703812555,265062.03021897067,286777.3622696665,325885.7690134458,364017.6075126329,387261.17624780745,401369.5843347802,414925.003328099,414925.003328099,457917.10082272865,528302.3297327507,537346.0858555565
25,"Raleigh, NC",192476.6223675505,202293.96736478203,214837.58697030073,223589.2268841575,216287.7612294388,209981.76619120224,204561.25415059735,194434.98596198732,198460.7395195776,208857.6813447367,218868.4280223216,234986.17892054655,250321.72619408823,264369.14327696804,278523.7698882265,290926.0943248624,290926.0943248624,316144.7622520896,395809.69290800387,432802.01603105245
26,"Sacramento, CA",370444.2367883933,432095.33133539464,406381.0528990745,350605.2567962675,271752.49017851544,242502.74479773224,229964.9443130704,207878.78417973453,229421.82640177023,290664.7370257174,311321.38103884045,338164.52446813224,365475.36284018494,397881.03615373856,415336.5278744499,431866.1568185257,431866.1568185257,477200.97289639775,565275.4166988042,563979.454652117
27,"Seattle, WA",299643.15281371184,352198.21291001636,398889.7747150215,405935.6889660835,357748.3020291566,323666.74870830384,297615.0726461617,266714.37445676984,271791.4001730326,306945.2879999953,328651.2629877088,369860.99047361943,411681.331586025,465920.4853724727,496868.2921456537,511502.6925761989,511502.6925761989,579514.3200008626,680797.5331213489,700059.8782471117
28,"Tampa, FL",169048.25247032347,211507.50886467085,227733.6992468868,201667.48640555592,161729.67031551842,139153.28347378114,128574.88512378924,116206.52938556384,124118.31220575485,143187.8334544939,154836.49686805205,170746.4624670928,188203.04950567623,205975.46196151897,220367.66327425872,232817.37490756504,232817.37490756504,258738.9575966956,324846.244790025,371875.54242333333
29,"Tucson, AZ",174185.07201407175,226725.2392351481,235879.68025022896,223009.08064913825,191140.58020343995,171524.1348380214,156746.03982198337,136212.56484571393,153919.23960846025,167351.14424684123,172410.65188458396,178974.89550044332,188631.29976031143,201440.3284158877,214829.0591813715,231224.42374973372,231224.42374973372,261345.7536038381,318821.3061030214,338931.8228622854
30,"Tulsa, OK",119011.42851215924,122572.23661016046,126631.15575313225,128703.7256093837,128249.2978292459,128489.29244153954,126555.34595007791,122320.5958559984,124317.41652800316,127282.1576029435,132175.71273875862,133695.85526417368,142860.7490944462,144607.24582391372,151946.7261958157,161056.2011937719,161056.2011937719,179646.53508328414,205717.6060002297,223513.9866988328
31,"Washington, DC",353870.31062375807,425827.4468527352,431580.1150266503,401361.6722959774,339165.9925361583,319790.0671572357,318414.8118626578,314068.0955185042,336099.63154273556,362697.9047963016,373022.6968560163,383018.3693912023,391994.5215715683,405671.2569614439,418772.3801697959,434866.1758393873,434866.1758393873,473189.9039862644,514290.9710291868,532275.4619122789
32,"Wichita, KS",109902.90989427968,107354.06881968156,111378.1487737021,114261.77791867852,115047.3007874122,117629.0321660835,114371.62730207788,110632.66039867314,111972.28711348514,112149.5964200725,115130.54646080248,121298.5497652458,124458.5871284735,128795.6142632632,134578.07341541434,144698.97759443842,144698.97759443842,158485.93343420577,177256.37399740503,194398.31250885557
