Pickup Location,Dropoff Location,Rate,Truck Type,Moving Type,Date
"Atlanta, GA","Philadelphia, PA","$1,226.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Philadelphia, PA","$1,290.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Philadelphia, PA","$1,613.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Philadelphia, PA","$1,935.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Phoenix, AZ","$2,150.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Phoenix, AZ","$2,263.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Phoenix, AZ","$2,490.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Phoenix, AZ","$2,828.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Pittsburgh, PA","$1,568.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Pittsburgh, PA","$1,649.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Pittsburgh, PA","$1,817.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Pittsburgh, PA","$2,062.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Portland, OR","$2,650.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Portland, OR","$2,790.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Portland, OR","$3,068.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Portland, OR","$3,488.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Raleigh, NC",$784.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Raleigh, NC",$825.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Raleigh, NC","$1,031.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Raleigh, NC","$1,238.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Sacramento, CA","$2,618.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Sacramento, CA","$2,755.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Sacramento, CA","$3,030.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Sacramento, CA","$3,445.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Seattle, WA","$2,720.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Seattle, WA","$2,863.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Seattle, WA","$3,150.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Seattle, WA","$3,578.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Tampa, FL",$510.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tampa, FL",$537.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tampa, FL",$591.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tampa, FL",$671.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Tucson, AZ","$2,028.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tucson, AZ","$2,135.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tucson, AZ","$2,348.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tucson, AZ","$2,668.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Tulsa, OK","$1,071.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tulsa, OK","$1,129.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tulsa, OK","$1,241.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Tulsa, OK","$1,410.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Washington, DC","$1,069.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Washington, DC","$1,125.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Washington, DC","$1,406.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Washington, DC","$1,688.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Atlanta, GA","Wichita, KS","$1,219.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Atlanta, GA","Wichita, KS","$1,283.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Atlanta, GA","Wichita, KS","$1,412.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Atlanta, GA","Wichita, KS","$1,604.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Albuquerque, NM",$956.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Albuquerque, NM","$1,006.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Albuquerque, NM","$1,107.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Albuquerque, NM","$1,258.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Atlanta, GA","$1,247.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Atlanta, GA","$1,313.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Atlanta, GA","$1,444.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Atlanta, GA","$1,640.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Baltimore, MD","$1,771.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Baltimore, MD","$1,865.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Baltimore, MD","$2,052.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Baltimore, MD","$2,330.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Boston, MA","$2,042.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Boston, MA","$2,151.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Boston, MA","$2,364.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Boston, MA","$2,686.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Buffalo, NY","$1,769.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Buffalo, NY","$1,861.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Buffalo, NY","$2,047.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Buffalo, NY","$2,325.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Charlotte, NC","$1,474.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Charlotte, NC","$1,550.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Charlotte, NC","$1,707.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Charlotte, NC","$1,939.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Chicago, IL","$1,524.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Chicago, IL","$1,605.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Chicago, IL","$1,766.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Chicago, IL","$2,007.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Cincinnati, OH","$1,440.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Cincinnati, OH","$1,516.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Cincinnati, OH","$1,668.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Cincinnati, OH","$1,893.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Cleveland, OH","$1,624.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Cleveland, OH","$1,709.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Cleveland, OH","$1,881.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Cleveland, OH","$2,137.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Columbus, OH","$1,513.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Columbus, OH","$1,592.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Columbus, OH","$1,753.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Columbus, OH","$1,990.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Dallas, TX",$177.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Dallas, TX",$186.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Dallas, TX",$205.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Dallas, TX",$233.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Denver, CO",$860.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Denver, CO",$907.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Denver, CO",$997.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Denver, CO","$1,133.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Detroit, MI","$1,610.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Detroit, MI","$1,693.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Detroit, MI","$1,863.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Detroit, MI","$2,118.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Fresno, CA","$1,552.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Fresno, CA","$1,632.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Fresno, CA","$1,796.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Fresno, CA","$2,042.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Houston, TX",$104.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Houston, TX",$109.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Houston, TX",$120.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Houston, TX",$136.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Jacksonville, FL","$1,245.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Jacksonville, FL","$1,312.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Jacksonville, FL","$1,443.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Jacksonville, FL","$1,638.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Memphis, TN",$996.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Memphis, TN","$1,047.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Memphis, TN","$1,152.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Memphis, TN","$1,309.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Miami, FL","$1,202.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Miami, FL","$1,265.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Miami, FL","$1,393.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Miami, FL","$1,582.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Milwaukee, WI","$1,580.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Milwaukee, WI","$1,664.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Milwaukee, WI","$1,830.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Milwaukee, WI","$2,078.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Minneapolis, MN","$1,521.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Minneapolis, MN","$1,602.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Minneapolis, MN","$1,762.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Minneapolis, MN","$2,002.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Omaha, NE","$1,264.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Omaha, NE","$1,330.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Omaha, NE","$1,463.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Omaha, NE","$1,664.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Orlando, FL","$1,309.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Orlando, FL","$1,378.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Orlando, FL","$1,518.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Orlando, FL","$1,724.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Philadelphia, PA","$1,849.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Philadelphia, PA","$1,948.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Philadelphia, PA","$2,141.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Philadelphia, PA","$2,433.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Phoenix, AZ","$1,176.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Phoenix, AZ","$1,238.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Phoenix, AZ","$1,362.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Phoenix, AZ","$1,548.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Pittsburgh, PA","$1,656.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Pittsburgh, PA","$1,743.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Pittsburgh, PA","$1,918.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Pittsburgh, PA","$2,178.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Portland, OR","$2,084.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Portland, OR","$2,192.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Portland, OR","$2,413.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Portland, OR","$2,742.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Raleigh, NC","$1,654.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Raleigh, NC","$1,741.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Raleigh, NC","$1,916.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Raleigh, NC","$2,176.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Sacramento, CA","$1,888.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Sacramento, CA","$1,987.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Sacramento, CA","$2,187.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Sacramento, CA","$2,484.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Seattle, WA","$2,236.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Seattle, WA","$2,353.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Seattle, WA","$2,590.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Seattle, WA","$2,942.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Tampa, FL","$1,064.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Tampa, FL","$1,120.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Tampa, FL","$1,232.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Tampa, FL","$1,400.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Tucson, AZ","$1,068.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Tucson, AZ","$1,124.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Tucson, AZ","$1,236.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Tucson, AZ","$1,404.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Tulsa, OK",$576.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Tulsa, OK",$607.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Tulsa, OK",$668.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Tulsa, OK",$758.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Washington, DC","$1,750.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Washington, DC","$1,842.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Washington, DC","$2,026.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Washington, DC","$2,302.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Austin, TX","Wichita, KS",$806.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Austin, TX","Wichita, KS",$851.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Austin, TX","Wichita, KS",$935.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Austin, TX","Wichita, KS","$1,063.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Albuquerque, NM","$2,119.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Albuquerque, NM","$2,230.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Albuquerque, NM","$2,788.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Albuquerque, NM","$3,346.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Atlanta, GA",$757.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Atlanta, GA",$797.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Atlanta, GA",$996.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Atlanta, GA","$1,196.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Austin, TX","$1,984.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Austin, TX","$2,089.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Austin, TX","$2,610.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Austin, TX","$3,132.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Boston, MA",$382.00,9' Cargo Van,Apartment - 1 bedroom / Studio / Deliveries,09/28/2024
"Baltimore, MD","Boston, MA",$424.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Boston, MA",$447.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Boston, MA",$491.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Boston, MA",$558.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Buffalo, NY",$552.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Buffalo, NY",$581.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Buffalo, NY",$727.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Buffalo, NY",$872.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Charlotte, NC",$614.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Charlotte, NC",$647.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Charlotte, NC",$809.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Charlotte, NC",$969.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Chicago, IL","$1,057.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Chicago, IL","$1,113.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Chicago, IL","$1,392.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Chicago, IL","$1,671.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Cincinnati, OH",$696.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Cincinnati, OH",$733.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Cincinnati, OH",$917.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Cincinnati, OH","$1,100.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Cleveland, OH",$534.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Cleveland, OH",$562.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Cleveland, OH",$702.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Cleveland, OH",$842.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Columbus, OH",$575.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Columbus, OH",$605.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Columbus, OH",$756.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Columbus, OH",$907.00,26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Dallas, TX","$1,565.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Dallas, TX","$1,647.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Dallas, TX","$2,059.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Dallas, TX","$2,471.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Denver, CO","$1,553.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Denver, CO","$1,636.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Denver, CO","$2,045.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Denver, CO","$2,453.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Detroit, MI",$681.00,10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Detroit, MI",$717.00,15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Detroit, MI",$897.00,20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
"Baltimore, MD","Detroit, MI","$1,076.00",26' Truck,3 Bedroom Home to 4 Bedroom Home,09/28/2024
"Baltimore, MD","Fresno, CA","$2,344.00",10' Truck,Studio to 1 Bedroom Apt.,09/28/2024
"Baltimore, MD","Fresno, CA","$2,466.00",15' Truck,1 Bedroom Home to 2 Bedroom Apt.,09/28/2024
"Baltimore, MD","Fresno, CA","$2,715.00",20' Truck,2 Bedroom Home to 3 Bedroom Apt.,09/28/2024
