,City,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
198,"Springfield, MA",29922.0,31046.0,33171.0,36652.0,36235.0,35236.0,32124.0,31356.0,34734.0,33425.0,38398.0
199,"Springfield, MO",29433.0,32059.0,32178.0,35781.0,30831.0,28697.0,33391.0,32156.0,30445.0,32030.0,36107.0
200,"St. Louis, MO",30874.0,30936.0,34191.0,34078.0,34801.0,32688.0,32570.0,31997.0,34488.0,35959.0,38397.0
201,"St. Paul, MN",44103.0,43654.0,46579.0,45831.0,41636.0,44057.0,42069.0,48235.0,49469.0,48855.0,50267.0
202,"St. Petersburg, FL",37947.0,41639.0,42008.0,43305.0,41210.0,43728.0,40881.0,45119.0,43894.0,46048.0,48858.0
203,"Stamford, CT",66638.0,71030.0,75840.0,81206.0,75765.0,66617.0,75454.0,75771.0,72706.0,88686.0,79865.0
204,"Sterling Heights, MI",60010.0,61278.0,56991.0,62018.0,51545.0,53390.0,49865.0,57955.0,57732.0,59011.0,61809.0
205,"Stockton, CA",41118.0,45615.0,48132.0,49034.0,45730.0,45606.0,44310.0,43321.0,42114.0,40993.0,46795.0
206,"Sunnyvale, CA",74449.0,79926.0,87417.0,89543.0,88364.0,95582.0,93836.0,101611.0,98623.0,104681.0,112217.0
207,"Sunrise Manor, NV",41064.0,46004.0,47969.0,48930.0,43634.0,36017.0,37947.0,37279.0,40659.0,36920.0,39790.0
208,"Syracuse, NY",25935.0,26464.0,28978.0,30879.0,30075.0,29621.0,28817.0,28807.0,31683.0,31270.0,36457.0
209,"Tacoma, WA",40290.0,44262.0,45298.0,47088.0,48673.0,47465.0,48402.0,51258.0,50807.0,51953.0,52437.0
210,"Tallahassee, FL",35765.0,34303.0,40639.0,39054.0,34335.0,35911.0,38607.0,39913.0,39564.0,38085.0,40000.0
211,"Tampa, FL",38568.0,39602.0,44079.0,45224.0,41605.0,40883.0,40073.0,40894.0,42649.0,45709.0,44432.0
212,"Tempe, AZ",45644.0,42325.0,49281.0,52157.0,48585.0,45151.0,45518.0,45009.0,48565.0,47118.0,51688.0
213,"Thornton, CO",63636.0,58042.0,66485.0,70621.0,58670.0,62512.0,62144.0,60972.0,63507.0,67169.0,72697.0
214,"Thousand Oaks, CA",90503.0,92943.0,89953.0,99800.0,100933.0,95281.0,96943.0,87402.0,101417.0,97291.0,108322.0
215,"Toledo, OH",33044.0,33691.0,35216.0,34157.0,32325.0,31708.0,31090.0,31655.0,31907.0,33196.0,35289.0
216,"Topeka, KS",35726.0,36071.0,41662.0,39711.0,39109.0,37001.0,36666.0,40469.0,41327.0,45291.0,43860.0
217,"Torrance, CA",66999.0,68324.0,70834.0,76312.0,74550.0,69288.0,73744.0,71790.0,76597.0,80198.0,79921.0
218,"Tucson, AZ",34241.0,36095.0,36096.0,36640.0,35565.0,36428.0,35362.0,35354.0,35720.0,36541.0,38155.0
219,"Tulsa, OK",35966.0,36137.0,38270.0,39657.0,38426.0,38220.0,40123.0,40440.0,41495.0,42803.0,43322.0
220,"Vallejo, CA",54706.0,56325.0,60935.0,60327.0,60408.0,56209.0,51988.0,52388.0,56532.0,57623.0,56923.0
221,"Vancouver, WA",40743.0,45884.0,47989.0,50990.0,45701.0,47307.0,48909.0,45718.0,47379.0,51478.0,51988.0
222,"VA Beach, VA",58545.0,61333.0,61462.0,65776.0,59298.0,64212.0,64614.0,61626.0,62855.0,68816.0,67281.0
223,"Visalia, CA",45023.0,51870.0,50170.0,56089.0,48222.0,51464.0,52194.0,50097.0,47231.0,49556.0,52599.0
224,"Waco, TX",27955.0,28745.0,30769.0,28005.0,30232.0,30947.0,32246.0,31841.0,32149.0,32306.0,36792.0
225,"Warren, MI",44855.0,43799.0,45775.0,43853.0,43329.0,41587.0,41658.0,41006.0,41953.0,43060.0,43379.0
226,"Washington, DC",47221.0,51847.0,54317.0,57936.0,59290.0,60903.0,63124.0,66583.0,67572.0,71648.0,75628.0
227,"Waterbury, CT",36120.0,37673.0,39957.0,43660.0,33750.0,38672.0,41593.0,39355.0,36736.0,37246.0,37877.0
228,"West Covina, CA",52603.0,66879.0,69484.0,65432.0,63833.0,62413.0,63895.0,63203.0,63941.0,66333.0,78140.0
229,"West Valley City, UT",43981.0,46817.0,49691.0,53662.0,51510.0,51421.0,47679.0,48518.0,51027.0,56037.0,57111.0
230,"Wichita, KS",40115.0,41089.0,42696.0,44211.0,44405.0,42694.0,44184.0,43776.0,43538.0,45477.0,46894.0
231,"Winston-Salem, NC",38197.0,38594.0,39589.0,40869.0,39808.0,40401.0,37501.0,37592.0,37322.0,40869.0,41287.0
232,"Worcester, MA",37797.0,43779.0,45058.0,44890.0,47415.0,42887.0,42718.0,43492.0,45011.0,46449.0,43572.0
233,"Yonkers, NY",49304.0,51592.0,55244.0,53697.0,53075.0,61831.0,50656.0,55298.0,65589.0,58154.0,56979.0
