,City,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,"Albuquerque, NM",14.533702213279678,18.786018755328218,19.911129631032654,19.150971599402094,13.877965420184962,12.436433972217337,10.542099760998806,8.817330210772834,7.260191129831865,8.308842985411632,6.681221925947136
1,"Atlanta, GA",10.534443789308176,10.19023642732049,10.807413896445203,11.776196319018405,7.966136535756789,6.6968349928876245,13.222760712963632,14.661379014288928,11.253639626218852,10.482968109451917,7.382863100691921
2,"Austin, TX",14.198369367401908,16.34728908531292,19.592060018755863,19.4349764252036,13.391172640280844,11.853359223300972,8.2512891672835,7.106502305753443,5.853624982803686,4.469576219506403,4.170989606868504
3,"Baltimore, MD",8.79551920341394,9.346614044979013,9.931211701917375,10.222289792913612,7.826813691248378,6.936303296208798,16.148262194540052,15.486366137349489,11.114410869403816,11.819685259820167,10.074000331840054
4,"Boston, MA",11.037363817707535,15.56355455568054,12.15140432482335,13.033743008536945,8.894487080514054,7.781087530895764,11.563091985046354,9.604662811843237,8.080456037239168,8.327116227575274,6.673832696966069
5,"Buffalo, NY",6.505830124090714,11.21072463768116,9.028215028215028,8.352474598492298,6.6670055922724965,6.7809749670619235,14.110375133803894,13.592464626521883,11.797724983903187,8.620518010917719,7.2743822495386175
6,"Charlotte, NC",12.053908355795148,13.637751152073733,13.447170148187823,15.167829727843685,9.113039517139278,7.493991742117054,11.286429938173672,10.537583911157766,10.16804901504856,9.224918743228603,7.340827526376782
7,"Chicago, IL",9.05875783000397,10.159389366709927,10.919532978159953,10.602606929492378,7.641774714712258,6.742210230164293,14.097141506412273,13.66392816823319,12.665761267980344,10.912343346063404,9.496046014029206
8,"Cincinnati, OH",9.548107968487667,9.762342436974789,10.386110337141265,10.821038445169528,9.090302083894244,6.942449095022624,15.776012225049696,12.137325998439477,12.231857015968766,13.298736830215674,10.48981389144315
9,"Cleveland, OH",5.8527701725782135,6.209213178678827,6.314119259766963,6.29680516470783,4.6695937777980525,4.832131297943373,19.533152096775954,19.435775457300785,18.080501761282278,18.37667445957475,17.521746357138902
10,"Columbus, OH",12.67440450119605,12.393933613124762,13.996619698263592,15.437807766041423,10.5930321687313,8.129314927863023,10.746959560938013,8.54542085305058,7.212225046730637,6.416014072716098,6.5511078292755585
11,"Dallas, TX",11.630533936300292,12.257335361877853,15.741235517379145,16.425376042397318,10.705988588598188,9.868313285904703,9.779731737469275,9.27521634756495,7.912220165596459,6.62874425708848,5.185364129681076
12,"Denver, CO",15.244506058738962,15.224326663611832,16.91924003211132,19.425366084081247,10.441713716373298,8.37001221001221,9.499337057896943,7.243437317048132,5.90512177824936,4.70022078557358,4.4856267702205646
13,"Detroit, MI",4.870205503308951,4.510864139145057,4.77731209425695,4.892702517094144,3.534278208352421,3.0766681033598093,29.287442544075542,27.65353898934226,25.32932103774051,21.588266107909902,20.592425757891935
14,"Fresno, CA",11.785305664610208,9.090111808470843,9.549673645842164,8.874429043943929,7.169778353017311,6.2574189285910915,18.469329795214,16.81292859540594,13.492895333872873,11.856395641823205,10.877839165131983
15,"Houston, TX",10.978751454051958,11.850527881701211,14.659176082141016,17.00255604242078,12.022466402516237,10.034321517022141,10.242448645098097,9.720490014095981,7.861027097514183,6.556758681408646,5.900925196033689
16,"Jacksonville, FL",15.460328317373461,16.698127278753727,15.222439519049688,14.329160777979675,9.225958676045778,7.99905171923303,13.21503526297236,12.433001123164194,10.738280031473627,8.524174838810685,7.230925145768288
